"SCIENTIFIC_NAME","TAXON_ORDER","CATEGORY","SPECIES_CODE","PRIMARY_COM_NAME","ORDER","FAMILY","REPORT_AS","HebName"
"Oedistoma pygmaeum",21187,"species","pyghon1","Pygmy Longbill","Passeriformes","Melanocharitidae",NA,"Pygmy Longbill"
"Charminetta wilhelminae",12225,"species","pyglor1","Pygmy Lorikeet","Psittaciformes","Psittaculidae",NA,"Pygmy Lorikeet"
"Micropsitta sp.",11927,"spuh","pygmyp1","pygmy-parrot sp.","Psittaciformes","Psittaculidae",NA,"pygmy-parrot sp."
"Nyctipolus hirundinaceus",3513,"species","pygnig1","Pygmy Nightjar","Caprimulgiformes","Caprimulgidae",NA,"Pygmy Nightjar"
"Sitta pygmaea",26368,"species","pygnut","Pygmy Nuthatch","Passeriformes","Sittidae",NA,"Pygmy Nuthatch"
"Hedydipna platura",29568,"species","pygsun2","Pygmy Sunbird","Passeriformes","Nectariniidae",NA,"Pygmy Sunbird"
"Tachornis furcata",4135,"species","pygswi1","Pygmy Palm Swift","Caprimulgiformes","Apodidae",NA,"Pygmy Palm Swift"
"Collocalia troglodytes",3880,"species","pygswi2","Pygmy Swiftlet","Caprimulgiformes","Apodidae",NA,"Pygmy Swiftlet"
"Aegithalos exilis",24701,"species","pygtit1","Pygmy Tit","Passeriformes","Aegithalidae",NA,"Pygmy Tit"
"Yungipicus kizuki",10937,"species","pygwoo1","Japanese Pygmy Woodpecker","Piciformes","Picidae",NA,"Japanese Pygmy Woodpecker"
"Pyrilia sp.",12530,"spuh","pyrili1","Pyrilia sp.","Psittaciformes","Psittacidae",NA,"Pyrilia sp."
"Cardinalis sinuatus",33831,"species","pyrrhu","Pyrrhuloxia","Passeriformes","Cardinalidae",NA,"Pyrrhuloxia"
"Pyrrhura sp.",12728,"spuh","pyrrhu1","Pyrrhura sp.","Psittaciformes","Psittacidae",NA,"Pyrrhura sp."
"Pytilia sp.",30751,"spuh","pytili1","pytilia sp.","Passeriformes","Estrildidae",NA,"pytilia sp."
"Pnoepyga pusilla",23462,"species","pywbab1","Pygmy Cupwing","Passeriformes","Pnoepygidae",NA,"Pygmy Cupwing"
"Heleia squamifrons",25020,"species","pyweye1","Pygmy Heleia","Passeriformes","Zosteropidae",NA,"Pygmy Heleia"
"Odontophoridae sp.",1108,"spuh","quail1","new world quail sp.","Galliformes","Odontophoridae",NA,"new world quail sp."
"Ortygospiza atricollis",30675,"species","quailf1","Quailfinch","Passeriformes","Estrildidae",NA,"Quailfinch"
"Ortyxelos meiffrenii",6213,"species","quailp1","Quail-plover","Charadriiformes","Turnicidae",NA,"Quail-plover"
"Cinclosoma sp.",18091,"spuh","quailt1","quail-thrush sp.","Passeriformes","Cinclosomatidae",NA,"quail-thrush sp."
"Vidua nigeriae",30814,"species","quaind1","Quailfinch Indigobird","Passeriformes","Viduidae",NA,"Quailfinch Indigobird"
"Eudromia formosa",195,"species","quctin1","Quebracho Crested-Tinamou","Tinamiformes","Tinamidae",NA,"Quebracho Crested-Tinamou"
"Quelea sp.",30283,"spuh","quelea1","quelea sp.","Passeriformes","Ploceidae",NA,"quelea sp."
"Mitu tuberosum",891,"species","rabcur2","Razor-billed Curassow","Galliformes","Cracidae",NA,"Razor-billed Curassow"
"Merops ornatus",10021,"species","rabeat1","Rainbow Bee-eater","Coraciiformes","Meropidae",NA,"Rainbow Bee-eater"
"Periporphyrus erythromelas",33808,"species","rabgro1","Red-and-black Grosbeak","Passeriformes","Cardinalidae",NA,"Red-and-black Grosbeak"
"Eos histrio",12321,"species","rablor1","Red-and-blue Lory","Psittaciformes","Psittaculidae",NA,"Red-and-blue Lory"
"Chalcostigma herrani",4471,"species","rabtho1","Rainbow-bearded Thornbill","Caprimulgiformes","Trochilidae",NA,"Rainbow-bearded Thornbill"
"Geokichla mendeni",27811,"species","rabthr1","Red-and-black Thrush","Passeriformes","Turdidae",NA,"Red-and-black Thrush"
"Malimbus racheliae",30089,"species","racmal1","Rachel's Malimbe","Passeriformes","Ploceidae",NA,"Rachel's Malimbe"
"Prioniturus sp.",11969,"spuh","racque1","racquet-tail sp.","Psittaciformes","Psittaculidae",NA,"racquet-tail sp."
"Prunella ocularis ocularis",30853,"issf","radacc1","Radde's Accentor (Radde's)","Passeriformes","Prunellidae","radacc2","סתרי ממושקף (ממושקף)"
"Prunella ocularis",30852,"species","radacc2","Radde's Accentor","Passeriformes","Prunellidae",NA,"סתרי ממושקף"
"Radjah radjah",388,"species","radshe1","Radjah Shelduck","Anseriformes","Anatidae",NA,"Radjah Shelduck"
"Phylloscopus schwarzi",24284,"species","radwar1","Radde's Warbler","Passeriformes","Phylloscopidae",NA,"עלווית עבת-מקור"
"Ptilinopus huttoni",2646,"species","rafdov1","Rapa Fruit-Dove","Columbiformes","Columbidae",NA,"Rapa Fruit-Dove"
"Rhinortha chlorophaea",3132,"species","rafmal1","Raffles's Malkoha","Cuculiformes","Cuculidae",NA,"Raffles's Malkoha"
"Ara chloropterus",12807,"species","ragmac1","Red-and-green Macaw","Psittaciformes","Psittacidae",NA,"Red-and-green Macaw"
"Rallidae sp. (rail/crake sp.)",5587,"spuh","rail1","rail/crake sp.","Gruiformes","Rallidae",NA,"ברודית / רלית בלתי-מזוהה"
"Trichoglossus sp. (rainbow lorikeet complex)",12353,"spuh","railor1","rainbow lorikeet sp.","Psittaciformes","Psittaculidae",NA,"rainbow lorikeet sp."
"Trichoglossus capistratus",12355,"species","railor2","Marigold Lorikeet","Psittaciformes","Psittaculidae",NA,"Marigold Lorikeet"
"Trichoglossus forsteni",12360,"species","railor3","Sunset Lorikeet","Psittaciformes","Psittaculidae",NA,"Sunset Lorikeet"
"Trichoglossus haematodus",12331,"species","railor4","Coconut Lorikeet","Psittaciformes","Psittaculidae",NA,"Coconut Lorikeet"
"Trichoglossus moluccanus",12343,"species","railor5","Rainbow Lorikeet","Psittaciformes","Psittaculidae",NA,"Rainbow Lorikeet"
"Trichoglossus haematodus rosenbergii",12332,"issf","railor6","Biak Lorikeet","Psittaciformes","Psittaculidae","railor4","Biak Lorikeet"
"Trichoglossus rubritorquis",12350,"species","railor7","Red-collared Lorikeet","Psittaciformes","Psittaculidae",NA,"Red-collared Lorikeet"
"Trichoglossus weberi",12359,"species","railor8","Leaf Lorikeet","Psittaciformes","Psittaculidae",NA,"Leaf Lorikeet"
"Cyanoramphus ulietanus",12122,"species","raipar1","Raiatea Parakeet","Psittaciformes","Psittaculidae",NA,"Raiatea Parakeet"
"Pitta iris",13070,"species","raipit1","Rainbow Pitta","Passeriformes","Pittidae",NA,"Rainbow Pitta"
"Coturnix coromandelica",1665,"species","raiqua1","Rain Quail","Galliformes","Phasianidae",NA,"Rain Quail"
"Coeligena iris",4580,"species","raista1","Rainbow Starfrontlet","Caprimulgiformes","Trochilidae",NA,"Rainbow Starfrontlet"
"Aplonis ulietensis",27197,"species","raista2","Raiatea Starling","Passeriformes","Sturnidae",NA,"Raiatea Starling"
"Otus brookii brookii",8402,"issf","rajsco1","Rajah Scops-Owl (Bornean)","Strigiformes","Strigidae","rasowl1","Rajah Scops-Owl (Bornean)"
"Otus brookii solokensis",8401,"issf","rajsco2","Rajah Scops-Owl (Sumatran)","Strigiformes","Strigidae","rasowl1","Rajah Scops-Owl (Sumatran)"
"Rallina sp.",5505,"spuh","rallin1","Rallina sp.","Gruiformes","Rallidae",NA,"Rallina sp."
"Rallus elegans/crepitans",5208,"slash","rallus","King/Clapper Rail","Gruiformes","Rallidae",NA,"King/Clapper Rail"
"Rallus sp.",5232,"spuh","rallus1","Rallus sp.","Gruiformes","Rallidae",NA,"Rallus sp."
"Ramphotrigon sp.",16810,"spuh","rampho1","Ramphotrigon sp.","Passeriformes","Tyrannidae",NA,"Ramphotrigon sp."
"Ramphocelus sp.",34117,"spuh","rampho2","Ramphocelus sp.","Passeriformes","Thraupidae",NA,"Ramphocelus sp."
"Columba arquatrix",1899,"species","rampig1","Rameron Pigeon","Columbiformes","Columbidae",NA,"Rameron Pigeon"
"Randia pseudozosterops",23452,"species","ranwar1","Rand's Warbler","Passeriformes","Bernieridae",NA,"Rand's Warbler"
"Pomarea dimidiata",20301,"species","rarmon1","Rarotonga Monarch","Passeriformes","Monarchidae",NA,"Rarotonga Monarch"
"Aplonis cinerascens",27194,"species","rarsta1","Rarotonga Starling","Passeriformes","Sturnidae",NA,"Rarotonga Starling"
"Otus brookii",8400,"species","rasowl1","Rajah Scops-Owl","Strigiformes","Strigidae",NA,"Rajah Scops-Owl"
"Cisticola chiniana",22883,"species","ratcis1","Rattling Cisticola","Passeriformes","Cisticolidae",NA,"Rattling Cisticola"
"Discosura longicaudus",4381,"species","ratcoq2","Racket-tipped Thorntail","Caprimulgiformes","Trochilidae",NA,"Racket-tipped Thorntail"
"Coracias spatulatus",10039,"species","ratrol2","Racket-tailed Roller","Coraciiformes","Coraciidae",NA,"Racket-tailed Roller"
"Crypsirina temia",20955,"species","rattre1","Racket-tailed Treepie","Passeriformes","Corvidae",NA,"Racket-tailed Treepie"
"Temnurus temnurus",20957,"species","rattre2","Ratchet-tailed Treepie","Passeriformes","Corvidae",NA,"Ratchet-tailed Treepie"
"Corvus sp. (raven sp.)",21130,"spuh","raven","raven sp.","Passeriformes","Corvidae",NA,"עורב 'גדול' בלתי-מזוהה"
"Grallaria erythroleuca",13883,"species","rawant1","Red-and-white Antpitta","Passeriformes","Grallariidae",NA,"Red-and-white Antpitta"
"Laterallus leucopyrrhus",5584,"species","rawcra1","Red-and-white Crake","Gruiformes","Rallidae",NA,"Red-and-white Crake"
"Certhiaxis mustelinus",15153,"species","rawspi2","Red-and-white Spinetail","Passeriformes","Furnariidae",NA,"Red-and-white Spinetail"
"Thryophilus rufalbus",26944,"species","rawwre1","Rufous-and-white Wren","Passeriformes","Troglodytidae",NA,"Rufous-and-white Wren"
"Trachyphonus erythrocephalus",10240,"species","raybar1","Red-and-yellow Barbet","Piciformes","Lybiidae",NA,"Red-and-yellow Barbet"
"Sicalis raimondii",34775,"species","rayfin1","Raimondi's Yellow-Finch","Passeriformes","Thraupidae",NA,"Raimondi's Yellow-Finch"
"Thlypopsis ruficeps",34000,"species","raytan1","Rust-and-yellow Tanager","Passeriformes","Thraupidae",NA,"Rust-and-yellow Tanager"
"Alca torda",6301,"species","razorb","Razorbill","Charadriiformes","Alcidae",NA,"אלקה גדולה"
"Alauda razae",22243,"species","razsky1","Raso Skylark","Passeriformes","Alaudidae",NA,"Raso Skylark"
"Nyctyornis amictus",9961,"species","rbbeat1","Red-bearded Bee-eater","Coraciiformes","Meropidae",NA,"Red-bearded Bee-eater"
"Atlapetes nationi",32832,"species","rbbfin1","Rusty-bellied Brushfinch","Passeriformes","Passerellidae",NA,"Rusty-bellied Brushfinch"
"Urocissa erythroryncha",20904,"species","rbbmag","Red-billed Blue-Magpie","Passeriformes","Corvidae",NA,"Red-billed Blue-Magpie"
"Tarsiger hyperythrus",28859,"species","rbbrob1","Rufous-breasted Bush-Robin","Passeriformes","Muscicapidae",NA,"Rufous-breasted Bush-Robin"
"Myiotheretes fuscorufus",16732,"species","rbbtyr1","Rufous-bellied Bush-Tyrant","Passeriformes","Tyrannidae",NA,"Rufous-bellied Bush-Tyrant"
"Bubalornis niger",30062,"species","rbbwea1","Red-billed Buffalo-Weaver","Passeriformes","Ploceidae",NA,"Red-billed Buffalo-Weaver"
"Ochthoeca rufipectoralis",16769,"species","rbctyr1","Rufous-breasted Chat-Tyrant","Passeriformes","Tyrannidae",NA,"Rufous-breasted Chat-Tyrant"
"Lophoceros camurus",9365,"species","rbdhor1","Red-billed Dwarf Hornbill","Bucerotiformes","Bucerotidae",NA,"Red-billed Dwarf Hornbill"
"Ptilinopus greyi",2645,"species","rbfdov1","Red-bellied Fruit-Dove","Columbiformes","Columbidae",NA,"Red-bellied Fruit-Dove"
"Neomorphus pucheranii",3025,"species","rbgcuc1","Red-billed Ground-Cuckoo","Cuculiformes","Cuculidae",NA,"Red-billed Ground-Cuckoo"
"Incaspiza personata",34692,"species","rbifin1","Rufous-backed Inca-Finch","Passeriformes","Thraupidae",NA,"Rufous-backed Inca-Finch"
"Paradisaea raggiana",20154,"species","rbopar1","Raggiana Bird-of-Paradise","Passeriformes","Paradisaeidae",NA,"Raggiana Bird-of-Paradise"
"Paradisaea rubra",20148,"species","rbopar2","Red Bird-of-Paradise","Passeriformes","Paradisaeidae",NA,"Red Bird-of-Paradise"
"Tanysiptera nympha",9918,"species","rbpkin1","Red-breasted Paradise-Kingfisher","Coraciiformes","Alcedinidae",NA,"Red-breasted Paradise-Kingfisher"
"Micropsitta bruijnii",11913,"species","rbppar1","Red-breasted Pygmy-Parrot","Psittaciformes","Psittaculidae",NA,"Red-breasted Pygmy-Parrot"
"Lamprospiza melanoleuca",33703,"species","rbptan1","Red-billed Pied Tanager","Passeriformes","Mitrospingidae",NA,"Red-billed Pied Tanager"
"Pomatorhinus ochraceiceps",25448,"species","rbsbab1","Red-billed Scimitar-Babbler","Passeriformes","Timaliidae",NA,"Red-billed Scimitar-Babbler"
"Idiopsar dorsalis",34655,"species","rbsfin1","Red-backed Sierra Finch","Passeriformes","Thraupidae",NA,"Red-backed Sierra Finch"
"Cercotrichas leucophrys",28351,"species","rbsrob1","White-browed Scrub-Robin","Passeriformes","Muscicapidae",NA,"White-browed Scrub-Robin"
"Gypsophila rufipectus",25783,"species","rbwbab1","Rusty-breasted Wren-Babbler","Passeriformes","Pellorneidae",NA,"Rusty-breasted Wren-Babbler"
"Poospiza rubecula",34733,"species","rbwfin1","Rufous-breasted Warbling Finch","Passeriformes","Thraupidae",NA,"Rufous-breasted Warbling Finch"
"Microspingus erythrophrys",34018,"species","rbwfin2","Rusty-browed Warbling Finch","Passeriformes","Thraupidae",NA,"Rusty-browed Warbling Finch"
"Odontophorus speciosus",1096,"species","rbwqua1","Rufous-breasted Wood-Quail","Galliformes","Odontophoridae",NA,"Rufous-breasted Wood-Quail"
"Habia rubica",33755,"species","rcatan1","Red-crowned Ant-Tanager","Passeriformes","Cardinalidae",NA,"Red-crowned Ant-Tanager"
"Atlapetes pileatus",32759,"species","rcbfin1","Rufous-capped Brushfinch","Passeriformes","Passerellidae",NA,"Rufous-capped Brushfinch"
"Ptilinopus regina",2630,"species","rcfdov1","Rose-crowned Fruit-Dove","Columbiformes","Columbidae",NA,"Rose-crowned Fruit-Dove"
"Melozone kieneri",32650,"species","rcgspa1","Rusty-crowned Ground-Sparrow","Passeriformes","Passerellidae",NA,"Rusty-crowned Ground-Sparrow"
"Turdoides rufocinctus",26091,"species","rcmbab1","Red-collared Mountain-Babbler","Passeriformes","Leiothrichidae",NA,"Red-collared Mountain-Babbler"
"Catharus frantzii",27700,"species","rcnthr1","Ruddy-capped Nightingale-Thrush","Passeriformes","Turdidae",NA,"Ruddy-capped Nightingale-Thrush"
"Zentrygon goldmani",2377,"species","rcqdov1","Russet-crowned Quail-Dove","Columbiformes","Columbidae",NA,"Russet-crowned Quail-Dove"
"Cossypha natalensis",28601,"species","rcrcha1","Red-capped Robin-Chat","Passeriformes","Muscicapidae",NA,"Red-capped Robin-Chat"
"Erythrogenys erythrogenys",25511,"species","rcsbab1","Rusty-cheeked Scimitar-Babbler","Passeriformes","Timaliidae",NA,"Rusty-cheeked Scimitar-Babbler"
"Leptasthenura pileata",14933,"species","rctspi1","Rusty-crowned Tit-Spinetail","Passeriformes","Furnariidae",NA,"Rusty-crowned Tit-Spinetail"
"Poecilotriccus ruficeps",15968,"species","rcttyr1","Rufous-crowned Tody-Flycatcher","Passeriformes","Tyrannidae",NA,"Rufous-crowned Tody-Flycatcher"
"Platysteira blissetti",19356,"species","rcweye1","Red-cheeked Wattle-eye","Passeriformes","Platysteiridae",NA,"Red-cheeked Wattle-eye"
"Cercomacra brasiliana",13561,"species","rdjant1","Rio de Janeiro Antbird","Passeriformes","Thamnophilidae",NA,"Rio de Janeiro Antbird"
"Myrmotherula fluminensis",13399,"species","rdjant2","Rio de Janeiro Antwren","Passeriformes","Thamnophilidae",NA,"Rio de Janeiro Antwren"
"Leistes militaris",32921,"species","rebbla1","Red-breasted Meadowlark","Passeriformes","Icteridae",NA,"Red-breasted Meadowlark"
"Talegalla cuvieri",748,"species","rebbrt1","Red-billed Brushturkey","Galliformes","Megapodiidae",NA,"Red-billed Brushturkey"
"Clytoctantes alixii",13252,"species","rebbus1","Recurve-billed Bushbird","Passeriformes","Thamnophilidae",NA,"Recurve-billed Bushbird"
"Turnix maculosus",6159,"species","rebbut2","Red-backed Buttonquail","Charadriiformes","Turnicidae",NA,"Red-backed Buttonquail"
"Granatellus venustus",33861,"species","rebcha1","Red-breasted Chat","Passeriformes","Cardinalidae",NA,"Red-breasted Chat"
"Granatellus venustus venustus",33862,"issf","rebcha2","Red-breasted Chat (Red-breasted)","Passeriformes","Cardinalidae","rebcha1","Red-breasted Chat (Red-breasted)"
"Granatellus venustus francescae",33863,"issf","rebcha3","Red-breasted Chat (Tres Marias Is.)","Passeriformes","Cardinalidae","rebcha1","Red-breasted Chat (Tres Marias Is.)"
"Pyrrhocorax pyrrhocorax",20994,"species","rebcho1","Red-billed Chough","Passeriformes","Corvidae",NA,"זג אדום-מקור"
"Pyrrhocorax pyrrhocorax [pyrrhocorax Group]",20995,"issf","rebcho2","Red-billed Chough (Red-billed)","Passeriformes","Corvidae","rebcho1","זג אדום-מקור (מערבי)"
"Pyrrhocorax pyrrhocorax baileyi",21003,"issf","rebcho3","Red-billed Chough (Ethiopian)","Passeriformes","Corvidae","rebcho1","זג אדום-מקור (אתיופי)"
"Coua serriana",3048,"species","rebcou1","Red-breasted Coua","Cuculiformes","Cuculidae",NA,"Red-breasted Coua"
"Crax blumenbachii",912,"species","rebcur1","Red-billed Curassow","Galliformes","Cracidae",NA,"Red-billed Curassow"
"Charadrius obscurus",5797,"species","rebdot1","Red-breasted Dotterel","Charadriiformes","Charadriidae",NA,"Red-breasted Dotterel"
"Charadrius obscurus aquilonius",5798,"issf","rebdot2","Red-breasted Dotterel (Northern)","Charadriiformes","Charadriidae","rebdot1","Red-breasted Dotterel (Northern)"
"Charadrius obscurus obscurus",5799,"issf","rebdot3","Red-breasted Dotterel (Southern)","Charadriiformes","Charadriidae","rebdot1","Red-breasted Dotterel (Southern)"
"Anas erythrorhyncha",547,"species","rebduc1","Red-billed Duck","Anseriformes","Anatidae",NA,"שרשיר אדום-מקור"
"Chlorostilbon gibsoni",4824,"species","rebeme1","Red-billed Emerald","Caprimulgiformes","Trochilidae",NA,"Red-billed Emerald"
"Malurus melanocephalus",17243,"species","rebfai1","Red-backed Fairywren","Passeriformes","Maluridae",NA,"Red-backed Fairywren"
"Atlapetes rufigenis",32796,"species","rebfin1","Rufous-eared Brushfinch","Passeriformes","Passerellidae",NA,"Rufous-eared Brushfinch"
"Neochmia temporalis",30377,"species","rebfir1","Red-browed Firetail","Passeriformes","Estrildidae",NA,"Red-browed Firetail"
"Lagonosticta senegala",30761,"species","rebfir2","Red-billed Firefinch","Passeriformes","Estrildidae",NA,"פרושית אדומת-מקור"
"Dicaeum eximium",29434,"species","rebflo1","Red-banded Flowerpecker","Passeriformes","Dicaeidae",NA,"Red-banded Flowerpecker"
"Ficedula parva",28925,"species","rebfly","Red-breasted Flycatcher","Passeriformes","Muscicapidae",NA,"חטפית גמדית"
"Pternistis adspersus",1737,"species","rebfra1","Red-billed Spurfowl","Galliformes","Phasianidae",NA,"Red-billed Spurfowl"
"Pipreola whitelyi",15466,"species","rebfru1","Red-banded Fruiteater","Passeriformes","Cotingidae",NA,"Red-banded Fruiteater"
"Branta ruficollis",342,"species","rebgoo1","Red-breasted Goose","Anseriformes","Anatidae",NA,"ברנטה אדומת-חזה"
"Hypopyrrhus pyrohypogaster",33223,"species","rebgra1","Red-bellied Grackle","Passeriformes","Icteridae",NA,"Red-bellied Grackle"
"Chroicocephalus novaehollandiae scopulinus",6378,"issf","rebgul1","Silver Gull (Red-billed)","Charadriiformes","Laridae","silgul2","Silver Gull (Red-billed)"
"Geranoaetus polyosoma (Red-backed)",8181,"form","rebhaw1","Variable Hawk (Red-backed)","Accipitriformes","Accipitridae","rebhaw2","Variable Hawk (Red-backed)"
"Geranoaetus polyosoma",8179,"species","rebhaw2","Variable Hawk","Accipitriformes","Accipitridae",NA,"Variable Hawk"
"Prionops caniceps caniceps",19424,"issf","rebhel1","Red-billed Helmetshrike (Red-billed)","Passeriformes","Vangidae","chbhel1","Red-billed Helmetshrike (Red-billed)"
"Prionops caniceps harterti",19425,"issf","rebhel2","Red-billed Helmetshrike (Gray-cheeked)","Passeriformes","Vangidae","chbhel1","Red-billed Helmetshrike (Gray-cheeked)"
"Tockus erythrorhynchus",9391,"species","rebhor1","Northern Red-billed Hornbill","Bucerotiformes","Bucerotidae",NA,"Northern Red-billed Hornbill"
"Junco hyemalis dorsalis",32470,"issf","rebjun1","Dark-eyed Junco (Red-backed)","Passeriformes","Passerellidae","daejun","Dark-eyed Junco (Red-backed)"
"Todiramphus pyrrhopygius",9759,"species","rebkin2","Red-backed Kingfisher","Coraciiformes","Alcedinidae",NA,"Red-backed Kingfisher"
"Leiothrix lutea",25992,"species","reblei","Red-billed Leiothrix","Passeriformes","Leiothrichidae",NA,"Red-billed Leiothrix"
"Orthopsittaca manilatus",12786,"species","rebmac2","Red-bellied Macaw","Psittaciformes","Psittacidae",NA,"Red-bellied Macaw"
"Malimbus erythrogaster",30094,"species","rebmal1","Red-bellied Malimbe","Passeriformes","Ploceidae",NA,"Red-bellied Malimbe"
"Zanclostomus javanicus",3141,"species","rebmal2","Red-billed Malkoha","Cuculiformes","Cuculidae",NA,"Red-billed Malkoha"
"Mergus serrator",716,"species","rebmer","Red-breasted Merganser","Anseriformes","Anatidae",NA,"מרגון בינוני"
"Colius castanotus",9135,"species","rebmou1","Red-backed Mousebird","Coliiformes","Coliidae",NA,"Red-backed Mousebird"
"Myzomela malaitae",17594,"species","rebmyz1","Red-bellied Myzomela","Passeriformes","Meliphagidae",NA,"Red-bellied Myzomela"
"Sitta canadensis",26353,"species","rebnut","Red-breasted Nuthatch","Passeriformes","Sittidae",NA,"סיטה קנדית"
"Buphagus erythrorynchus",27102,"species","reboxp1","Red-billed Oxpecker","Passeriformes","Buphagidae",NA,"Red-billed Oxpecker"
"Poicephalus rufiventris",12444,"species","rebpar1","Red-bellied Parrot","Psittaciformes","Psittacidae",NA,"Red-bellied Parrot"
"Pionus sordidus",12532,"species","rebpar2","Red-billed Parrot","Psittaciformes","Psittacidae",NA,"Red-billed Parrot"
"Arborophila rubrirostris",1139,"species","rebpar3","Red-billed Partridge","Galliformes","Phasianidae",NA,"Red-billed Partridge"
"Psittacula alexandri",12039,"species","rebpar4","Red-breasted Parakeet","Psittaciformes","Psittaculidae",NA,"דררה אדומת-חזה"
"Arborophila hyperythra",1153,"species","rebpar5","Red-breasted Partridge","Galliformes","Phasianidae",NA,"Red-breasted Partridge"
"Pardalotus rubricatus",17784,"species","rebpar6","Red-browed Pardalote","Passeriformes","Pardalotidae",NA,"Red-browed Pardalote"
"Amazona rhodocorytha",12574,"species","rebpar7","Red-browed Amazon","Psittaciformes","Psittacidae",NA,"Red-browed Amazon"
"Patagioenas flavirostris",1959,"species","rebpig1","Red-billed Pigeon","Columbiformes","Columbidae",NA,"Red-billed Pigeon"
"Erythropitta erythrogaster",12957,"species","rebpit1","Philippine Pitta","Passeriformes","Pittidae",NA,"Philippine Pitta"
"Pytilia lineata",30749,"species","rebpyt1","Red-billed Pytilia","Passeriformes","Estrildidae",NA,"Red-billed Pytilia"
"Ortygospiza atricollis [gabonensis Group]",30686,"issf","rebqua1","Quailfinch (Black-chinned)","Passeriformes","Estrildidae","quailf1","Quailfinch (Black-chinned)"
"Quelea quelea",30279,"species","rebque1","Red-billed Quelea","Passeriformes","Ploceidae",NA,"קואלאה אדומת-מקור"
"Sphyrapicus ruber",10820,"species","rebsap","Red-breasted Sapsucker","Piciformes","Picidae",NA,"Red-breasted Sapsucker"
"Sphyrapicus ruber ruber",10821,"issf","rebsap1","Red-breasted Sapsucker (ruber)","Piciformes","Picidae","rebsap","Red-breasted Sapsucker (ruber)"
"Sphyrapicus ruber daggetti",10822,"issf","rebsap2","Red-breasted Sapsucker (daggetti)","Piciformes","Picidae","rebsap","Red-breasted Sapsucker (daggetti)"
"Cercotrichas leucophrys [leucoptera Group]",28352,"issf","rebscr1","White-browed Scrub-Robin (White-winged)","Passeriformes","Muscicapidae","rbsrob1","White-browed Scrub-Robin (White-winged)"
"Cercotrichas leucophrys [leucophrys Group]",28356,"issf","rebscr2","White-browed Scrub-Robin (Red-backed)","Passeriformes","Muscicapidae","rbsrob1","White-browed Scrub-Robin (Red-backed)"
"Campylorhamphus trochilirostris",14496,"species","rebscy1","Red-billed Scythebill","Passeriformes","Furnariidae",NA,"Red-billed Scythebill"
"Lanius collurio",20526,"species","rebshr1","Red-backed Shrike","Passeriformes","Laniidae",NA,"חנקן אדום-גב"
"Spodiopsar sericeus",27276,"species","rebsta1","Red-billed Starling","Passeriformes","Sturnidae",NA,"Red-billed Starling"
"Ramphastos dicolorus",10643,"species","rebtou2","Red-breasted Toucan","Piciformes","Ramphastidae",NA,"Red-breasted Toucan"
"Climacteris erythrops",17152,"species","rebtre1","Red-browed Treecreeper","Passeriformes","Climacteridae",NA,"Red-browed Treecreeper"
"Phaethon aethereus",6702,"species","rebtro","Red-billed Tropicbird","Phaethontiformes","Phaethontidae",NA,"פיתון ים-סוף"
"Zimmerius cinereicapilla",16372,"species","rebtyr2","Red-billed Tyrannulet","Passeriformes","Tyrannidae",NA,"Red-billed Tyrannulet"
"Oenanthe bottae",29162,"species","rebwhe2","Buff-breasted Wheatear","Passeriformes","Muscicapidae",NA,"Buff-breasted Wheatear"
"Oenanthe frenata",29163,"species","rebwhe3","Rusty-breasted Wheatear","Passeriformes","Muscicapidae",NA,"Rusty-breasted Wheatear"
"Melanerpes carolinus",10887,"species","rebwoo","Red-bellied Woodpecker","Piciformes","Picidae",NA,"Red-bellied Woodpecker"
"Hylexetastes perrotii",14354,"species","rebwoo1","Red-billed Woodcreeper","Passeriformes","Furnariidae",NA,"Red-billed Woodcreeper"
"Hylexetastes uniformis uniformis",14356,"issf","rebwoo3","Uniform Woodcreeper (Uniform)","Passeriformes","Furnariidae","uniwoo1","Uniform Woodcreeper (Uniform)"
"Hylexetastes uniformis brigidai",14357,"issf","rebwoo4","Uniform Woodcreeper (Brigida's)","Passeriformes","Furnariidae","uniwoo1","Uniform Woodcreeper (Brigida's)"
"Habia rubica [rubicoides Group]",33756,"issf","recant1","Red-crowned Ant-Tanager (Northern)","Passeriformes","Cardinalidae","rcatan1","Red-crowned Ant-Tanager (Northern)"
"Habia rubica [rubra Group]",33764,"issf","recant2","Red-crowned Ant-Tanager (Scarlet-throated)","Passeriformes","Cardinalidae","rcatan1","Red-crowned Ant-Tanager (Scarlet-throated)"
"Habia rubica rubica/bahiae",33773,"issf","recant3","Red-crowned Ant-Tanager (Red)","Passeriformes","Cardinalidae","rcatan1","Red-crowned Ant-Tanager (Red)"
"Psilopogon rafflesii",10425,"species","recbar1","Red-crowned Barbet","Piciformes","Megalaimidae",NA,"Red-crowned Barbet"
"Eupodotis ruficrista",2927,"species","recbus1","Red-crested Bustard","Otidiformes","Otididae",NA,"Red-crested Bustard"
"Turnix pyrrhothorax",6210,"species","recbut1","Red-chested Buttonquail","Charadriiformes","Turnicidae",NA,"Red-chested Buttonquail"
"Paroaria coronata",33926,"species","reccar","Red-crested Cardinal","Passeriformes","Thraupidae",NA,"Red-crested Cardinal"
"Paroaria nigrogenis/gularis",33933,"slash","reccar1","Masked/Red-capped Cardinal","Passeriformes","Thraupidae",NA,"Masked/Red-capped Cardinal"
