SciName,campaign,year,season,unit,subunit,site,point_name,habitat,orig_lon,orig_lat,date,time,rad_0_20,rad_20_100,rad_100_250,rad_over_250,protocol,monitors_name,comment_weather,comment_disturbances,notes,record_id,total_count,weather_desc,wind,precipitation,temperature,clouds,disturbances,pilot,agriculture,settlements,dunes,land_use,interaction,protocol.version,established,SPECIES_CODE,count_under_250,latitude,longitude
Athene noctua,T0,2012,Spring,Loess Covered Areas in the Northern Negev,,Givot Goral,Goral Loess 6,,34.82059,31.31965,12/06/2012 00:00,,0,0,0,1,,,,,,,1,,,,,,,True,,,,Loess,,,,litowl1,0,31.31965,34.82059
Galerida cristata,T0,2012,Spring,Loess Covered Areas in the Northern Negev,,Givot Goral,Goral Loess 6,,34.82059,31.31965,12/06/2012 00:00,,0,2,3,3,,,,,,,8,,,,,,,True,,,,Loess,,,,crelar1,5,31.31965,34.82059
Merops apiaster,T0,2012,Spring,Loess Covered Areas in the Northern Negev,,Givot Goral,Goral Loess 6,,34.82059,31.31965,12/06/2012 00:00,,0,1,3,0,,,,,,,4,,,,,,,True,,,,Loess,,,,eubeat1,4,31.31965,34.82059
Curruca conspicillata,T0,2012,Spring,Loess Covered Areas in the Northern Negev,,Givot Goral,Goral Loess 6,,34.82059,31.31965,12/06/2012 00:00,,0,0,1,1,,,,,,,2,,,,,,,True,,,,Loess,,,,spewar2,1,31.31965,34.82059
Athene noctua,T0,2012,Spring,Loess Covered Areas in the Northern Negev,,Hatzerim Base,Hatzerim Base Loess 1,,34.64742,31.25293,30/08/2012 00:00,,0,0,1,0,,,,,,,1,,,,,,,True,,,,Loess,,,,litowl1,1,31.25293,34.64742
Galerida cristata,T0,2012,Spring,Loess Covered Areas in the Northern Negev,,Hatzerim Base,Hatzerim Base Loess 1,,34.64742,31.25293,30/08/2012 00:00,,0,1,1,1,,,,,,,3,,,,,,,True,,,,Loess,,,,crelar1,2,31.25293,34.64742
Lanius excubitor,T0,2012,Spring,Loess Covered Areas in the Northern Negev,,Hatzerim Base,Hatzerim Base Loess 1,,34.64742,31.25293,30/08/2012 00:00,,0,0,1,1,,,,,,,2,,,,,,,True,,,,Loess,,,,norshr1,1,31.25293,34.64742
Motacilla flava,T0,2012,Spring,Loess Covered Areas in the Northern Negev,,Hatzerim Base,Hatzerim Base Loess 1,,34.64742,31.25293,30/08/2012 00:00,,0,0,1,0,,,,,,,1,,,,,,,True,,,,Loess,,,,eaywag1,1,31.25293,34.64742
Streptopelia decaocto,T0,2012,Spring,Loess Covered Areas in the Northern Negev,,Hatzerim Base,Hatzerim Base Loess 1,,34.64742,31.25293,30/08/2012 00:00,,0,0,2,2,,,,,,,4,,,,,,,True,,,,Loess,,,,eucdov,2,31.25293,34.64742
Athene noctua,T0,2012,Spring,Loess Covered Areas in the Northern Negev,,Hatzerim Base,Hatzerim Base Loess 2,,34.63511,31.25698,30/08/2012 00:00,,0,0,0,2,,,,,,,2,,,,,,,True,,,,Loess,,,,litowl1,0,31.25698,34.63511
Columba livia,T0,2012,Spring,Loess Covered Areas in the Northern Negev,,Hatzerim Base,Hatzerim Base Loess 2,,34.63511,31.25698,30/08/2012 00:00,,0,0,0,45,,,,,,,45,,,,,,,True,,,,Loess,,,,rocpig,0,31.25698,34.63511
Corvus ruficollis,T0,2012,Spring,Loess Covered Areas in the Northern Negev,,Hatzerim Base,Hatzerim Base Loess 2,,34.63511,31.25698,30/08/2012 00:00,,0,1,1,0,,,,,,,2,,,,,,,True,,,,Loess,,,,brnrav1,2,31.25698,34.63511
Galerida cristata,T0,2012,Spring,Loess Covered Areas in the Northern Negev,,Hatzerim Base,Hatzerim Base Loess 2,,34.63511,31.25698,30/08/2012 00:00,,0,2,3,1,,,,,,,6,,,,,,,True,,,,Loess,,,,crelar1,5,31.25698,34.63511
Motacilla flava,T0,2012,Spring,Loess Covered Areas in the Northern Negev,,Hatzerim Base,Hatzerim Base Loess 2,,34.63511,31.25698,30/08/2012 00:00,,0,0,10,0,,,,,,,10,,,,,,,True,,,,Loess,,,,eaywag1,10,31.25698,34.63511
Oenanthe isabellina,T0,2012,Spring,Loess Covered Areas in the Northern Negev,,Hatzerim Base,Hatzerim Base Loess 2,,34.63511,31.25698,30/08/2012 00:00,,0,1,0,0,,,,,,,1,,,,,,,True,,,,Loess,,,,isawhe1,1,31.25698,34.63511
Streptopelia decaocto,T0,2012,Spring,Loess Covered Areas in the Northern Negev,,Hatzerim Base,Hatzerim Base Loess 2,,34.63511,31.25698,30/08/2012 00:00,,0,0,1,1,,,,,,,2,,,,,,,True,,,,Loess,,,,eucdov,1,31.25698,34.63511
Athene noctua,T0,2012,Spring,Loess Covered Areas in the Northern Negev,,Hatzerim Base,Hatzerim Base Loess 3,,34.63836,31.25335,30/08/2012 00:00,,0,0,1,0,,,,,,,1,,,,,,,True,,,,Loess,,,,litowl1,1,31.25335,34.63836
Chlamydotis macqueenii,T0,2012,Spring,Loess Covered Areas in the Northern Negev,,Hatzerim Base,Hatzerim Base Loess 3,,34.63836,31.25335,30/08/2012 00:00,,0,0,0,1,,,,,,,1,,,,,,,True,,,,Loess,,,,macbus1,0,31.25335,34.63836
Galerida cristata,T0,2012,Spring,Loess Covered Areas in the Northern Negev,,Hatzerim Base,Hatzerim Base Loess 3,,34.63836,31.25335,30/08/2012 00:00,,0,2,1,1,,,,,,,4,,,,,,,True,,,,Loess,,,,crelar1,3,31.25335,34.63836
Lanius excubitor,T0,2012,Spring,Loess Covered Areas in the Northern Negev,,Hatzerim Base,Hatzerim Base Loess 3,,34.63836,31.25335,30/08/2012 00:00,,0,1,1,1,,,,,,,3,,,,,,,True,,,,Loess,,,,norshr1,2,31.25335,34.63836
Streptopelia decaocto,T0,2012,Spring,Loess Covered Areas in the Northern Negev,,Hatzerim Base,Hatzerim Base Loess 3,,34.63836,31.25335,30/08/2012 00:00,,0,0,2,2,,,,,,,4,,,,,,,True,,,,Loess,,,,eucdov,2,31.25335,34.63836
Burhinus oedicnemus,T0,2012,Spring,Loess Covered Areas in the Northern Negev,,Hatzerim Base,Hatzerim KKL Plantings 4,,34.70943,31.2334,21/06/2012 00:00,,0,0,2,0,,,,,,,2,,,,,,,True,,,,KKL Plantings,,,,eutkne1,2,31.2334,34.70943
Cercotrichas galactotes,T0,2012,Spring,Loess Covered Areas in the Northern Negev,,Hatzerim Base,Hatzerim KKL Plantings 4,,34.70943,31.2334,21/06/2012 00:00,,0,0,0,1,,,,,,,1,,,,,,,True,,,,KKL Plantings,,,,rutscr1,0,31.2334,34.70943
Galerida cristata,T0,2012,Spring,Loess Covered Areas in the Northern Negev,,Hatzerim Base,Hatzerim KKL Plantings 4,,34.70943,31.2334,21/06/2012 00:00,,0,0,1,0,,,,,,,1,,,,,,,True,,,,KKL Plantings,,,,crelar1,1,31.2334,34.70943
Merops apiaster,T0,2012,Spring,Loess Covered Areas in the Northern Negev,,Hatzerim Base,Hatzerim KKL Plantings 4,,34.70943,31.2334,21/06/2012 00:00,,2,5,5,1,,,,,,,13,,,,,,,True,,,,KKL Plantings,,,,eubeat1,12,31.2334,34.70943
Passer domesticus,T0,2012,Spring,Loess Covered Areas in the Northern Negev,,Hatzerim Base,Hatzerim KKL Plantings 4,,34.70943,31.2334,21/06/2012 00:00,,9,0,0,0,,,,,,,9,,,,,,,True,,,,KKL Plantings,,,,houspa,9,31.2334,34.70943
Pterocles alchata,T0,2012,Spring,Loess Covered Areas in the Northern Negev,,Hatzerim Base,Hatzerim KKL Plantings 4,,34.70943,31.2334,21/06/2012 00:00,,0,0,0,1,,,,,,,1,,,,,,,True,,,,KKL Plantings,,,,pitsan1,0,31.2334,34.70943
Streptopelia decaocto,T0,2012,Spring,Loess Covered Areas in the Northern Negev,,Hatzerim Base,Hatzerim KKL Plantings 4,,34.70943,31.2334,21/06/2012 00:00,,1,0,2,2,,,,,,,5,,,,,,,True,,,,KKL Plantings,,,,eucdov,3,31.2334,34.70943
Galerida cristata,T0,2012,Spring,Loess Covered Areas in the Northern Negev,,Hatzerim Base,Hatzerim KKL Plantings 5,,34.72331,31.23769,21/06/2012 00:00,,0,2,0,0,,,,,,,2,,,,,,,True,,,,KKL Plantings,,,,crelar1,2,31.23769,34.72331
Lanius senator,T0,2012,Spring,Loess Covered Areas in the Northern Negev,,Hatzerim Base,Hatzerim KKL Plantings 5,,34.72331,31.23769,21/06/2012 00:00,,0,0,2,0,,,,,,,2,,,,,,,True,,,,KKL Plantings,,,,wooshr1,2,31.23769,34.72331
Merops apiaster,T0,2012,Spring,Loess Covered Areas in the Northern Negev,,Hatzerim Base,Hatzerim KKL Plantings 5,,34.72331,31.23769,21/06/2012 00:00,,0,0,2,0,,,,,,,2,,,,,,,True,,,,KKL Plantings,,,,eubeat1,2,31.23769,34.72331
Passer domesticus,T0,2012,Spring,Loess Covered Areas in the Northern Negev,,Hatzerim Base,Hatzerim KKL Plantings 5,,34.72331,31.23769,21/06/2012 00:00,,5,2,0,1,,,,,,,8,,,,,,,True,,,,KKL Plantings,,,,houspa,7,31.23769,34.72331
Streptopelia decaocto,T0,2012,Spring,Loess Covered Areas in the Northern Negev,,Hatzerim Base,Hatzerim KKL Plantings 5,,34.72331,31.23769,21/06/2012 00:00,,1,1,0,1,,,,,,,3,,,,,,,True,,,,KKL Plantings,,,,eucdov,2,31.23769,34.72331
Athene noctua,T0,2012,Spring,Loess Covered Areas in the Northern Negev,,Hatzerim Base,Hatzerim KKL Plantings 6,,34.70272,31.23916,21/06/2012 00:00,,0,0,1,0,,,,,,,1,,,,,,,True,,,,KKL Plantings,,,,litowl1,1,31.23916,34.70272
Dendrocopos syriacus,T0,2012,Spring,Loess Covered Areas in the Northern Negev,,Hatzerim Base,Hatzerim KKL Plantings 6,,34.70272,31.23916,21/06/2012 00:00,,0,0,1,0,,,,,,,1,,,,,,,True,,,,KKL Plantings,,,,syrwoo1,1,31.23916,34.70272
Galerida cristata,T0,2012,Spring,Loess Covered Areas in the Northern Negev,,Hatzerim Base,Hatzerim KKL Plantings 6,,34.70272,31.23916,21/06/2012 00:00,,0,0,1,0,,,,,,,1,,,,,,,True,,,,KKL Plantings,,,,crelar1,1,31.23916,34.70272
Iduna pallida,T0,2012,Spring,Loess Covered Areas in the Northern Negev,,Hatzerim Base,Hatzerim KKL Plantings 6,,34.70272,31.23916,21/06/2012 00:00,,0,1,0,0,,,,,,,1,,,,,,,True,,,,KKL Plantings,,,,eaowar1,1,31.23916,34.70272
Lanius senator,T0,2012,Spring,Loess Covered Areas in the Northern Negev,,Hatzerim Base,Hatzerim KKL Plantings 6,,34.70272,31.23916,21/06/2012 00:00,,0,0,1,0,,,,,,,1,,,,,,,True,,,,KKL Plantings,,,,wooshr1,1,31.23916,34.70272
Passer domesticus,T0,2012,Spring,Loess Covered Areas in the Northern Negev,,Hatzerim Base,Hatzerim KKL Plantings 6,,34.70272,31.23916,21/06/2012 00:00,,2,7,5,5,,,,,,,19,,,,,,,True,,,,KKL Plantings,,,,houspa,14,31.23916,34.70272
Streptopelia decaocto,T0,2012,Spring,Loess Covered Areas in the Northern Negev,,Hatzerim Base,Hatzerim KKL Plantings 6,,34.70272,31.23916,21/06/2012 00:00,,0,3,0,0,,,,,,,3,,,,,,,True,,,,KKL Plantings,,,,eucdov,3,31.23916,34.70272
Burhinus oedicnemus,T0,2012,Spring,Loess Covered Areas in the Northern Negev,,Hatzerim Base,Hatzerim Loess 1,,34.7104,31.21205,21/06/2012 00:00,,0,0,0,2,,,,,,,2,,,,,,,True,,,,Loess,,,,eutkne1,0,31.21205,34.7104
Columba livia,T0,2012,Spring,Loess Covered Areas in the Northern Negev,,Hatzerim Base,Hatzerim Loess 1,,34.7104,31.21205,21/06/2012 00:00,,0,0,2,0,,,,,,,2,,,,,,,True,,,,Loess,,,,rocpig,2,31.21205,34.7104
Corvus ruficollis,T0,2012,Spring,Loess Covered Areas in the Northern Negev,,Hatzerim Base,Hatzerim Loess 1,,34.7104,31.21205,21/06/2012 00:00,,0,0,0,1,,,,,,,1,,,,,,,True,,,,Loess,,,,brnrav1,0,31.21205,34.7104
Cercotrichas galactotes,T0,2012,Spring,Loess Covered Areas in the Northern Negev,,Hatzerim Base,Hatzerim Loess 1,,34.7104,31.21205,21/06/2012 00:00,,0,0,1,0,,,,,,,1,,,,,,,True,,,,Loess,,,,rutscr1,1,31.21205,34.7104
Galerida cristata,T0,2012,Spring,Loess Covered Areas in the Northern Negev,,Hatzerim Base,Hatzerim Loess 1,,34.7104,31.21205,21/06/2012 00:00,,1,3,2,0,,,,,,,6,,,,,,,True,,,,Loess,,,,crelar1,6,31.21205,34.7104
Merops apiaster,T0,2012,Spring,Loess Covered Areas in the Northern Negev,,Hatzerim Base,Hatzerim Loess 1,,34.7104,31.21205,21/06/2012 00:00,,0,1,3,0,,,,,,,4,,,,,,,True,,,,Loess,,,,eubeat1,4,31.21205,34.7104
Pterocles alchata,T0,2012,Spring,Loess Covered Areas in the Northern Negev,,Hatzerim Base,Hatzerim Loess 1,,34.7104,31.21205,21/06/2012 00:00,,0,0,0,2,,,,,,,2,,,,,,,True,,,,Loess,,,,pitsan1,0,31.21205,34.7104
Pterocles orientalis,T0,2012,Spring,Loess Covered Areas in the Northern Negev,,Hatzerim Base,Hatzerim Loess 1,,34.7104,31.21205,21/06/2012 00:00,,0,0,0,1,,,,,,,1,,,,,,,True,,,,Loess,,,,blbsan1,0,31.21205,34.7104
Streptopelia decaocto,T0,2012,Spring,Loess Covered Areas in the Northern Negev,,Hatzerim Base,Hatzerim Loess 1,,34.7104,31.21205,21/06/2012 00:00,,0,0,1,0,,,,,,,1,,,,,,,True,,,,Loess,,,,eucdov,1,31.21205,34.7104
Coracias garrulus,T0,2012,Spring,Loess Covered Areas in the Northern Negev,,Hatzerim Base,Hatzerim Loess 2,,34.72086,31.21545,21/06/2012 00:00,,0,0,1,0,,,,,,,1,,,,,,,True,,,,Loess,,,,eurrol1,1,31.21545,34.72086
Galerida cristata,T0,2012,Spring,Loess Covered Areas in the Northern Negev,,Hatzerim Base,Hatzerim Loess 2,,34.72086,31.21545,21/06/2012 00:00,,2,4,1,0,,,,,,,7,,,,,,,True,,,,Loess,,,,crelar1,7,31.21545,34.72086
Merops apiaster,T0,2012,Spring,Loess Covered Areas in the Northern Negev,,Hatzerim Base,Hatzerim Loess 2,,34.72086,31.21545,21/06/2012 00:00,,0,2,0,0,,,,,,,2,,,,,,,True,,,,Loess,,,,eubeat1,2,31.21545,34.72086
Pterocles alchata,T0,2012,Spring,Loess Covered Areas in the Northern Negev,,Hatzerim Base,Hatzerim Loess 2,,34.72086,31.21545,21/06/2012 00:00,,0,0,0,4,,,,,,,4,,,,,,,True,,,,Loess,,,,pitsan1,0,31.21545,34.72086
Pterocles orientalis,T0,2012,Spring,Loess Covered Areas in the Northern Negev,,Hatzerim Base,Hatzerim Loess 2,,34.72086,31.21545,21/06/2012 00:00,,0,0,4,0,,,,,,,4,,,,,,,True,,,,Loess,,,,blbsan1,4,31.21545,34.72086
Coracias garrulus,T0,2012,Spring,Loess Covered Areas in the Northern Negev,,Hatzerim Base,Hatzerim Loess 3,,34.7341,31.21814,21/06/2012 00:00,,0,0,1,0,,,,,,,1,,,,,,,True,,,,Loess,,,,eurrol1,1,31.21814,34.7341
Corvus ruficollis,T0,2012,Spring,Loess Covered Areas in the Northern Negev,,Hatzerim Base,Hatzerim Loess 3,,34.7341,31.21814,21/06/2012 00:00,,0,0,2,0,,,,,,,2,,,,,,,True,,,,Loess,,,,brnrav1,2,31.21814,34.7341
Galerida cristata,T0,2012,Spring,Loess Covered Areas in the Northern Negev,,Hatzerim Base,Hatzerim Loess 3,,34.7341,31.21814,21/06/2012 00:00,,0,1,2,1,,,,,,,4,,,,,,,True,,,,Loess,,,,crelar1,3,31.21814,34.7341
Lanius excubitor,T0,2012,Spring,Loess Covered Areas in the Northern Negev,,Hatzerim Base,Hatzerim Loess 3,,34.7341,31.21814,21/06/2012 00:00,,0,1,0,0,,,,,,,1,,,,,,,True,,,,Loess,,,,norshr1,1,31.21814,34.7341
Merops apiaster,T0,2012,Spring,Loess Covered Areas in the Northern Negev,,Hatzerim Base,Hatzerim Loess 3,,34.7341,31.21814,21/06/2012 00:00,,0,0,2,0,,,,,,,2,,,,,,,True,,,,Loess,,,,eubeat1,2,31.21814,34.7341
Pterocles alchata,T0,2012,Spring,Loess Covered Areas in the Northern Negev,,Hatzerim Base,Hatzerim Loess 3,,34.7341,31.21814,21/06/2012 00:00,,0,0,0,3,,,,,,,3,,,,,,,True,,,,Loess,,,,pitsan1,0,31.21814,34.7341
Pterocles orientalis,T0,2012,Spring,Loess Covered Areas in the Northern Negev,,Hatzerim Base,Hatzerim Loess 3,,34.7341,31.21814,21/06/2012 00:00,,0,2,2,0,,,,,,,4,,,,,,,True,,,,Loess,,,,blbsan1,4,31.21814,34.7341
Streptopelia decaocto,T0,2012,Spring,Loess Covered Areas in the Northern Negev,,Hatzerim Base,Hatzerim Loess 3,,34.7341,31.21814,21/06/2012 00:00,,0,0,1,1,,,,,,,2,,,,,,,True,,,,Loess,,,,eucdov,1,31.21814,34.7341
Columba livia,T0,2014,Spring,Loess Covered Areas in the Northern Negev,,Mishmar Hanegev,Mishmar Hanegev Bedouin Agriculture 1,,34.73661,31.37129,21/07/2014 00:00,,0,0,6,0,,,,,,,6,,,,,,,False,,,,Bedouin Agriculture,,,,rocpig,6,31.37129,34.73661
Galerida cristata,T0,2014,Spring,Loess Covered Areas in the Northern Negev,,Mishmar Hanegev,Mishmar Hanegev Bedouin Agriculture 1,,34.73661,31.37129,21/07/2014 00:00,,0,1,0,2,,,,,,,3,,,,,,,False,,,,Bedouin Agriculture,,,,crelar1,1,31.37129,34.73661
Streptopelia decaocto,T0,2014,Spring,Loess Covered Areas in the Northern Negev,,Mishmar Hanegev,Mishmar Hanegev Bedouin Agriculture 1,,34.73661,31.37129,21/07/2014 00:00,,0,0,3,0,,,,,,,3,,,,,,,False,,,,Bedouin Agriculture,,,,eucdov,3,31.37129,34.73661
Acridotheres tristis,T2,2018,Spring,Loess Covered Areas in the Northern Negev,,Mishmar Hanegev,Mishmar Hanegev Bedouin Agriculture 1,,34.73661,31.37129,22/05/2018 00:00,06:47:00,0,0,0,1,A,,,,קולות מהכפר,,1,,,,,,,False,,,,Bedouin Agriculture,,,,commyn,0,31.37129,34.73661
Acridotheres tristis,T2,2018,Spring,Loess Covered Areas in the Northern Negev,,Mishmar Hanegev,Mishmar Hanegev Bedouin Agriculture 1,,34.73661,31.37129,22/05/2018 00:00,06:47:00,0,0,1,0,B,,,,,,1,,,,,,,False,,,,Bedouin Agriculture,,,,commyn,1,31.37129,34.73661
Burhinus oedicnemus,T2,2018,Spring,Loess Covered Areas in the Northern Negev,,Mishmar Hanegev,Mishmar Hanegev Bedouin Agriculture 1,,34.73661,31.37129,22/05/2018 00:00,06:47:00,0,0,1,0,B,,,,,,1,,,,,,,False,,,,Bedouin Agriculture,,,,eutkne1,1,31.37129,34.73661
Columba livia,T2,2018,Spring,Loess Covered Areas in the Northern Negev,,Mishmar Hanegev,Mishmar Hanegev Bedouin Agriculture 1,,34.73661,31.37129,22/05/2018 00:00,06:47:00,0,20,10,10,A,,,,,,40,,,,,,,False,,,,Bedouin Agriculture,,,,rocpig,30,31.37129,34.73661
Columba livia,T2,2018,Spring,Loess Covered Areas in the Northern Negev,,Mishmar Hanegev,Mishmar Hanegev Bedouin Agriculture 1,,34.73661,31.37129,22/05/2018 00:00,06:47:00,0,10,0,0,B,,,,,,10,,,,,,,False,,,,Bedouin Agriculture,,,,rocpig,10,31.37129,34.73661
Galerida cristata,T2,2018,Spring,Loess Covered Areas in the Northern Negev,,Mishmar Hanegev,Mishmar Hanegev Bedouin Agriculture 1,,34.73661,31.37129,22/05/2018 00:00,06:47:00,0,1,1,0,A,,,,,,2,,,,,,,False,,,,Bedouin Agriculture,,,,crelar1,2,31.37129,34.73661
Passer domesticus,T2,2018,Spring,Loess Covered Areas in the Northern Negev,,Mishmar Hanegev,Mishmar Hanegev Bedouin Agriculture 1,,34.73661,31.37129,22/05/2018 00:00,06:47:00,0,0,10,30,A,,,,,,40,,,,,,,False,,,,Bedouin Agriculture,,,,houspa,10,31.37129,34.73661
Passer domesticus,T2,2018,Spring,Loess Covered Areas in the Northern Negev,,Mishmar Hanegev,Mishmar Hanegev Bedouin Agriculture 1,,34.73661,31.37129,22/05/2018 00:00,06:47:00,0,0,10,0,B,,,,,,10,,,,,,,False,,,,Bedouin Agriculture,,,,houspa,10,31.37129,34.73661
Prinia gracilis,T2,2018,Spring,Loess Covered Areas in the Northern Negev,,Mishmar Hanegev,Mishmar Hanegev Bedouin Agriculture 1,,34.73661,31.37129,22/05/2018 00:00,06:47:00,0,1,0,0,B,,,,,,1,,,,,,,False,,,,Bedouin Agriculture,,,,grapri1,1,31.37129,34.73661
Spilopelia senegalensis,T2,2018,Spring,Loess Covered Areas in the Northern Negev,,Mishmar Hanegev,Mishmar Hanegev Bedouin Agriculture 1,,34.73661,31.37129,22/05/2018 00:00,06:47:00,0,2,5,0,A,,,,,,7,,,,,,,False,,,,Bedouin Agriculture,,,,laudov1,7,31.37129,34.73661
Spilopelia senegalensis,T2,2018,Spring,Loess Covered Areas in the Northern Negev,,Mishmar Hanegev,Mishmar Hanegev Bedouin Agriculture 1,,34.73661,31.37129,22/05/2018 00:00,06:47:00,0,2,3,0,B,,,,,,5,,,,,,,False,,,,Bedouin Agriculture,,,,laudov1,5,31.37129,34.73661
Turdus merula,T2,2018,Spring,Loess Covered Areas in the Northern Negev,,Mishmar Hanegev,Mishmar Hanegev Bedouin Agriculture 1,,34.73661,31.37129,22/05/2018 00:00,06:47:00,0,0,1,0,A,,,,נשמע מהמטע,,1,,,,,,,False,,,,Bedouin Agriculture,,,,eurbla,1,31.37129,34.73661
Vanellus spinosus,T2,2018,Spring,Loess Covered Areas in the Northern Negev,,Mishmar Hanegev,Mishmar Hanegev Bedouin Agriculture 1,,34.73661,31.37129,22/05/2018 00:00,06:47:00,0,0,1,0,A,,,,,,1,,,,,,,False,,,,Bedouin Agriculture,,,,spwlap1,1,31.37129,34.73661
Anthus cervinus,T3,2020,Spring,Loess Covered Areas in the Northern Negev,,Mishmar Hanegev,Mishmar Hanegev Bedouin Agriculture 1,,34.73661,31.37129,14/04/2020 03:00,11:23:40,0,2,0,0,B,Eyal Shochat,,,,98.0,2,,,,,,,False,,,,Bedouin Agriculture,,,,retpip,2,31.37129,34.73661
Anthus trivialis,T3,2020,Spring,Loess Covered Areas in the Northern Negev,,Mishmar Hanegev,Mishmar Hanegev Bedouin Agriculture 1,,34.73661,31.37129,14/04/2020 03:00,11:23:40,0,2,0,0,A,Eyal Shochat,,,,98.0,2,,,,,,,False,,,,Bedouin Agriculture,,,,trepip,2,31.37129,34.73661
Chloris chloris,T3,2020,Spring,Loess Covered Areas in the Northern Negev,,Mishmar Hanegev,Mishmar Hanegev Bedouin Agriculture 1,,34.73661,31.37129,14/04/2020 03:00,11:23:40,0,1,1,0,B,Eyal Shochat,,,,98.0,2,,,,,,,False,,,,Bedouin Agriculture,,,,eurgre1,2,31.37129,34.73661
Columba livia,T3,2020,Spring,Loess Covered Areas in the Northern Negev,,Mishmar Hanegev,Mishmar Hanegev Bedouin Agriculture 1,,34.73661,31.37129,14/04/2020 03:00,11:23:40,0,0,0,40,A,Eyal Shochat,,,,98.0,40,,,,,,,False,,,,Bedouin Agriculture,,,,rocpig,0,31.37129,34.73661
Columba livia,T3,2020,Spring,Loess Covered Areas in the Northern Negev,,Mishmar Hanegev,Mishmar Hanegev Bedouin Agriculture 1,,34.73661,31.37129,14/04/2020 03:00,11:23:40,0,0,5,0,B,Eyal Shochat,,,,98.0,5,,,,,,,False,,,,Bedouin Agriculture,,,,rocpig,5,31.37129,34.73661
Corvus cornix,T3,2020,Spring,Loess Covered Areas in the Northern Negev,,Mishmar Hanegev,Mishmar Hanegev Bedouin Agriculture 1,,34.73661,31.37129,14/04/2020 03:00,11:23:40,0,0,2,0,B,Eyal Shochat,,,,98.0,2,,,,,,,False,,,,Bedouin Agriculture,,,,hoocro1,2,31.37129,34.73661
Galerida cristata,T3,2020,Spring,Loess Covered Areas in the Northern Negev,,Mishmar Hanegev,Mishmar Hanegev Bedouin Agriculture 1,,34.73661,31.37129,14/04/2020 03:00,11:23:40,1,2,0,0,A,Eyal Shochat,,,,98.0,3,,,,,,,False,,,,Bedouin Agriculture,,,,crelar1,3,31.37129,34.73661
Galerida cristata,T3,2020,Spring,Loess Covered Areas in the Northern Negev,,Mishmar Hanegev,Mishmar Hanegev Bedouin Agriculture 1,,34.73661,31.37129,14/04/2020 03:00,11:23:40,0,1,1,0,B,Eyal Shochat,,,,98.0,2,,,,,,,False,,,,Bedouin Agriculture,,,,crelar1,2,31.37129,34.73661
Merops apiaster,T3,2020,Spring,Loess Covered Areas in the Northern Negev,,Mishmar Hanegev,Mishmar Hanegev Bedouin Agriculture 1,,34.73661,31.37129,14/04/2020 03:00,11:23:40,0,0,3,0,A,Eyal Shochat,,,,98.0,3,,,,,,,False,,,,Bedouin Agriculture,,,,eubeat1,3,31.37129,34.73661
Milvus migrans,T3,2020,Spring,Loess Covered Areas in the Northern Negev,,Mishmar Hanegev,Mishmar Hanegev Bedouin Agriculture 1,,34.73661,31.37129,14/04/2020 03:00,11:23:40,0,0,0,1,B,Eyal Shochat,,,דואה,98.0,1,,,,,,,False,,,,Bedouin Agriculture,,,,blakit1,0,31.37129,34.73661
Passer domesticus,T3,2020,Spring,Loess Covered Areas in the Northern Negev,,Mishmar Hanegev,Mishmar Hanegev Bedouin Agriculture 1,,34.73661,31.37129,14/04/2020 03:00,11:23:40,4,10,20,20,A,Eyal Shochat,,,,98.0,54,,,,,,,False,,,,Bedouin Agriculture,,,,houspa,34,31.37129,34.73661
Passer domesticus,T3,2020,Spring,Loess Covered Areas in the Northern Negev,,Mishmar Hanegev,Mishmar Hanegev Bedouin Agriculture 1,,34.73661,31.37129,14/04/2020 03:00,11:23:40,0,5,5,20,B,Eyal Shochat,,,,98.0,30,,,,,,,False,,,,Bedouin Agriculture,,,,houspa,10,31.37129,34.73661
Prinia gracilis,T3,2020,Spring,Loess Covered Areas in the Northern Negev,,Mishmar Hanegev,Mishmar Hanegev Bedouin Agriculture 1,,34.73661,31.37129,14/04/2020 03:00,11:23:40,1,0,0,0,A,Eyal Shochat,,,,98.0,1,,,,,,,False,,,,Bedouin Agriculture,,,,grapri1,1,31.37129,34.73661
Prinia gracilis,T3,2020,Spring,Loess Covered Areas in the Northern Negev,,Mishmar Hanegev,Mishmar Hanegev Bedouin Agriculture 1,,34.73661,31.37129,14/04/2020 03:00,11:23:40,0,1,2,0,B,Eyal Shochat,,,,98.0,3,,,,,,,False,,,,Bedouin Agriculture,,,,grapri1,3,31.37129,34.73661
Pycnonotus xanthopygos,T3,2020,Spring,Loess Covered Areas in the Northern Negev,,Mishmar Hanegev,Mishmar Hanegev Bedouin Agriculture 1,,34.73661,31.37129,14/04/2020 03:00,11:23:40,1,1,0,0,A,Eyal Shochat,,,,98.0,2,,,,,,,False,,,,Bedouin Agriculture,,,,whsbul1,2,31.37129,34.73661
Spilopelia senegalensis,T3,2020,Spring,Loess Covered Areas in the Northern Negev,,Mishmar Hanegev,Mishmar Hanegev Bedouin Agriculture 1,,34.73661,31.37129,14/04/2020 03:00,11:23:40,0,0,0,2,A,Eyal Shochat,,,,98.0,2,,,,,,,False,,,,Bedouin Agriculture,,,,laudov1,0,31.37129,34.73661
